事件guid,规则名称,描述,预警时间,状态,级别
f28b741bf23e4526827c789199f8bd39,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/8/12 12:09,已排除,医院级
d9101c01dd8340a5a82ca4f30ee17e92,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/11/19 12:15,已排除,医院级
cc18681d71354567bc8e1333986e0812,疑似共同食品聚集,食品名称：豆浆;加工及包装方式：餐饮服务业,2019/10/9 12:12,已排除,医院级
cc4434dd0aac4aeeb30e9b993e77882b,疑似共同食品聚集,食品名称：蛋炒饭;加工及包装方式：餐饮服务业,2019/10/12 16:13,已排除,医院级
a1369cd06423419e90a8b06b0f9f089d,疑似共同食品聚集,食品名称：米饭;加工及包装方式：餐饮服务业,2019/12/5 12:16,已排除,医院级
a08c3211e5fd4adc8f002c3a5267f2c9,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/9 12:12,已排除,医院级
2fe4c5934d0842a2b553d11b46a28fd8,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/24 12:11,已排除,医院级
2be98c48d0fa48ddad6fbaf0f3ccbc57,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/9 12:10,已排除,医院级
39544c05425e41118acc0d7f502009fc,疑似共同食品聚集,食品名称：冒菜;加工及包装方式：餐饮服务业,2019/12/25 12:17,已排除,医院级
3ed57b9e71854f5982b4bdcdff116d64,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/11/1 12:14,已排除,医院级
0ce7c6acea134775877ea7b3317dda9a,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：四川省宜宾市翠屏区下江北恒旭金座酒店,2019/8/8 12:04,已确定,医院级
0e18889203c54a638a9d35658c76c479,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/12/30 12:25,已排除,医院级
1d66fb808df74749ad7e9b36e3c247ac,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/10/9 12:12,已排除,医院级
900fbca7747944deb64878d3f014c9a3,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/12/13 16:17,已确定,医院级
889e379f1d034a75bf5a2d722bde287a,疑似共同食品聚集,食品名称：豆浆;加工及包装方式：餐饮服务业,2019/10/28 12:13,已排除,医院级
76e5b8dea2bf4937bddc7d967c3c21d9,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：四川省宜宾市宜宾县柏溪镇某火锅店,2019/12/13 16:16,已确定,医院级
7d797b019ffe4a4fa08e0b4315b2fa3e,疑似共同食品聚集,食品名称：虾子;加工及包装方式：餐饮服务业,2019/8/8 12:05,已确定,医院级
7c88c491082a494a880c41274c412d5a,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/17 16:12,已排除,医院级
83b2be2b731a4561b339a94235a989b7,疑似共同食品聚集,食品名称：冒菜;加工及包装方式：餐饮服务业,2019/12/5 12:16,已排除,医院级
6972635c2fe646b0bb5366fa4cf7bdb3,疑似共同食品聚集,食品名称：凉菜;加工及包装方式：餐饮服务业,2019/9/24 12:11,已排除,医院级
309c4c29356541f0b12980c2182f4b48,疑似共同食品聚集,食品名称：豆腐脑;加工及包装方式：餐饮服务业,2019/9/24 12:11,已排除,医院级
a6bf75c7893f4259a5129072b7b44bc8,疑似共同食品聚集,食品名称：凉拌猪头肉;加工及包装方式：餐饮服务业,2019/10/6 1:11,已排除,医院级
acf36244b9e749c086ce5273e18a990d,疑似共同食品聚集,食品名称：凉菜;加工及包装方式：餐饮服务业,2019/10/6 1:11,已排除,医院级
f57159ec34464904bd5dc6b10928903f,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/7/11 3:26,已排除,医院级
f07f43540a94442e9b4c291d2e4b91b6,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/22 16:16,已排除,地市级
b74fef319b72441191f692d8f7a7dbc4,疑似共同食品聚集,食品品牌：冰棒;食品名称：冰棒;加工及包装方式：预包装,2019/7/19 3:14,已排除,医院级
cfadf4820a1c426a98107325aa5db447,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖南省长沙市天心区科技职院,2019/12/5 12:16,已排除,医院级
d223ee6e6d87477abadbb080abb1038b,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖南省长沙市天心区西湖小区,2019/10/10 1:11,已排除,医院级
c196c6f60be844fdb64ec5dbce1a31be,疑似共同食品聚集,食品品牌：烧烤;食品名称：烧烤;加工及包装方式：餐饮服务业,2019/12/5 12:16,已排除,医院级
0cce255bb49840e68955cc5e87fda04b,疑似共同食品聚集,食品品牌：盒饭;食品名称：盒饭;加工及包装方式：餐饮服务业,2019/11/18 16:16,已排除,医院级
04e1d191df354539aa70c41bc225c82f,疑似共同食品聚集,食品品牌：冰饮料;食品名称：冰饮料;加工及包装方式：预包装,2019/7/31 1:05,已排除,医院级
801210fa09b24900880a0768ccc2190e,疑似共同食品聚集,食品品牌：冰棒;食品名称：冰棒;加工及包装方式：预包装,2019/7/10 3:18,已排除,医院级
72e1f87fec5849fd88dbafa9c0e6d1f2,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：湖南省长沙市天心区启迪智汇汇弘培训学校,2019/11/18 16:15,已排除,医院级
8bc760462d2c4ab1bba1e51fd873b4db,疑似共同食品聚集,食品品牌：火锅;食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/31 12:13,已排除,医院级
96020be97f7c47ac9d03473c20ccdfda,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：湖南省怀化市沅陵县饭店,2019/7/31 12:04,已排除,医院级
0164d98b9d9b4824a8f061aeb19a53a9,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖南省怀化市沅陵县路边摊,2019/10/28 12:13,已排除,医院级
1dde77d35bd2466db84e4a1f780385f6,疑似共同地点聚集,进食场所：街头食品;详细进食地点：湖南省怀化市沅陵县路边摊,2019/11/26 12:15,已排除,医院级
c534db663c2246f8be0ac5391a600d93,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：湖南省怀化市沅陵县饭店,2019/11/8 12:14,已排除,医院级
dda92f49ca4f4c579119f205cbd37841,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省东营市东营区村长家噶瘩汤,2019/8/7 16:05,已确定,医院级
a442aba7188c4ed98db49b2a6d09b2ed,疑似共同食品聚集,食品名称：蒸生蚝;加工及包装方式：餐饮服务业,2019/8/7 16:07,已确定,医院级
e88d09950d554d86b328af54bef94b29,疑似共同食品聚集,食品名称：蒸大虾;加工及包装方式：餐饮服务业,2019/8/8 16:07,已确定,医院级
fb9023311f584865947b686a4f736e48,疑似共同食品聚集,食品品牌：金锣;食品名称：肉;加工及包装方式：餐饮服务业,2019/12/17 1:17,已排除,医院级
180493354b2a48778615d8eef21b3188,疑似共同食品聚集,食品名称：水煮虾;加工及包装方式：餐饮服务业,2019/9/11 12:10,已排除,医院级
91bf2856cc4a419c878d891fe58f565b,疑似共同食品聚集,食品名称：烤鱿鱼;加工及包装方式：餐饮服务业,2019/8/7 16:07,已排除,医院级
8bea3d42175c43eeae996cb84871dc01,疑似共同地点聚集,进食场所：学校;详细进食地点：山东省东营市东营区东营职业学院宿舍,2019/10/14 12:12,已排除,医院级
50dc1bdc322d497cb2f5465308a03893,疑似共同食品聚集,食品品牌：乐钙;食品名称：奶粉;加工及包装方式：预包装,2019/8/8 16:07,已排除,医院级
5d59e1e7458641a29808f41e96d0ceea,疑似共同地点聚集,进食场所：食品店;详细进食地点：山东省济宁市任城区李营街道办事处,2019/12/17 1:16,已排除,医院级
5b743dccbae843a28dfc34a67dc8e5fc,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省东营市东营区东城汉庭酒店,2019/8/8 12:05,已确定,医院级
a9e75bd7ac2449e8928042d1a7eda8c4,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/11/15 16:15,已排除,医院级
1ed632bdbd62446ca3934ffdea3bec76,疑似共同食品聚集,食品名称：涮羊肉;加工及包装方式：餐饮服务业,2019/8/8 12:05,已确定,医院级
3121fc94c0e4432fafad4c47c5c433f6,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省烟台市招远市鸿安肥牛,2019/8/8 12:05,已确定,医院级
2c0540f2136049b297d3bd6676068afa,疑似共同地点聚集,进食场所：其他;详细进食地点：广西壮族自治区南宁市上林县医院病房,2019/12/20 12:17,已排除,医院级
6527f624fa55441c9ef0affa57daa03c,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/9 1:09,已排除,医院级
9fd75f98c3b44972b12f099dfc92ab62,疑似共同地点聚集,进食场所：其他;详细进食地点：广西壮族自治区南宁市上林县人民医院病房,2019/10/19 1:13,已排除,医院级
c0e20ea2ea894fcb8c926f83c450a286,疑似共同食品聚集,食品品牌：黄记龙虾;食品名称：小龙虾;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
13c6afe749aa462e82e3e9cc1828989e,疑似共同食品聚集,食品品牌：旺旺;食品名称：棒棒冰;加工及包装方式：预包装,2019/8/13 1:09,已排除,医院级
910689174f2444d5aebade6a86f108ae,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：云南省玉溪市澄江县烧烤店,2019/9/7 1:10,已排除,医院级
882972c4325144b8aca5d49e66a26bf5,疑似共同食品聚集,食品名称：酸菜面皮;加工及包装方式：餐饮服务业,2019/8/6 12:05,已确定,医院级
810cd6be1479428f8a5039be0f827a19,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/8/6 1:05,已排除,医院级
50c8c11b834e42b4bfbc5f48f63e67cd,疑似共同地点聚集,进食场所：其他;详细进食地点：四川省广元市利州区病房,2019/10/29 1:13,已排除,医院级
4f7442ba61c4481f987565532c384cb9,疑似共同食品聚集,食品名称：凉面;加工及包装方式：餐饮服务业,2019/8/3 12:05,已排除,医院级
477beff513f641d8aa137ec85b30fc37,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：四川省广元市利州区骋宇摩托车销售有限公司食堂,2019/8/6 12:04,已确定,医院级
c33a24cd000e4d04b44133da10df025b,疑似共同地点聚集,进食场所：其他;详细进食地点：四川省广元市利州区病房,2019/10/17 16:14,已排除,医院级
a5be90d453a147ad8c1b67a94f183ddb,疑似共同食品聚集,食品名称：凉面;加工及包装方式：餐饮服务业,2019/8/31 12:10,已排除,医院级
f247feaa31234ca5b3c483731827d8f5,疑似共同食品聚集,食品品牌：海普诺凯;食品名称：奶粉;加工及包装方式：预包装,2019/8/26 1:09,已排除,医院级
dc75a42e159d4f8a8abadae8a0cd2bea,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省济宁市太白湖新区石桥镇前石村,2019/11/8 16:14,已排除,医院级
07092b08aecb416089ca7c610636fa26,疑似共同食品聚集,食品品牌：老冰棍;食品名称：雪糕;加工及包装方式：预包装,2019/7/27 12:02,已排除,医院级
f37a76fc42fc4f1aa8b2ab19af851fa9,疑似共同地点聚集,进食场所：其他;详细进食地点：湖南省娄底市冷水江市锡矿山中心医院病房,2019/12/21 16:17,已排除,医院级
0a2e7502169b41bda08ab52fc9b553a6,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/8/12 12:10,已排除,地市级
2a4bbe1be61f40c2b8a70e9841fd38a1,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/8/26 16:12,已确定,地市级
76531b0c719a43a1bb82a9f92bdf7250,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/10/28 12:14,已排除,地市级
8cd018cb681948fe99aba4e0bc94aa33,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/9/17 12:12,已排除,地市级
8f4778cde2e148c4b436d398bf9f2b0b,疑似共同食品聚集,食品名称：凉拌皮蛋;加工及包装方式：餐饮服务业,2019/11/26 1:15,已确定,医院级
586c885ef8a042e59abd105cdaaa1aa5,疑似共同食品聚集,食品名称：冰粉;加工及包装方式：餐饮服务业,2019/7/31 12:05,已排除,医院级
5912f06bcb7542b39637e4c7a34f9feb,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：四川省绵阳市涪城区少年宫暑托班,2019/8/27 1:08,已确定,医院级
55fcc772e5ca436abbf4f1c6a7e1949a,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：四川省绵阳市涪城区绵中实验学校外餐馆,2019/11/26 1:15,已确定,医院级
6870763830df471bb345c374bdbc5d08,疑似共同食品聚集,食品名称：凉拌海参;加工及包装方式：餐饮服务业,2019/8/21 1:09,已确定,医院级
71d22e4c846245abad54059395ff39ea,疑似共同食品聚集,食品名称：胡萝卜烧肉（猪肉）;加工及包装方式：餐饮服务业,2019/11/22 1:15,已确定,医院级
27e599514568475b9bc49e27beef79cd,疑似共同食品聚集,食品名称：烧烤（肉串）;加工及包装方式：餐饮服务业,2019/8/2 1:05,已排除,医院级
35eba716d1f8443c8d4829857500b38a,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：四川省绵阳市涪城区少年宫暑托班食堂,2019/8/27 1:08,已确定,医院级
400db453345f4b299e0e4dff72572d0c,疑似共同食品聚集,食品名称：烤鸡翅尖;加工及包装方式：餐饮服务业,2019/9/10 1:10,已确定,医院级
0fc99a78ff454ffb82125f9b3a9d8695,疑似共同食品聚集,食品品牌：福建颜派;食品名称：去火梅;加工及包装方式：预包装,2019/9/29 1:11,已确定,医院级
1d15e683cf454a2186bd309062f1d7f7,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：四川省绵阳市涪城区餐馆,2019/10/22 12:13,已排除,医院级
f71e700a43e94ad7b54606a9a7d0e17d,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：四川省绵阳市涪城区塘汛兴力达幼儿园食堂,2019/11/22 1:15,已确定,医院级
e51f58149abd4fa4ae4f5f33479408ef,疑似共同食品聚集,食品名称：干锅排骨;加工及包装方式：餐饮服务业,2019/11/26 1:15,已确定,医院级
c39ca7acd3414a95a90b60c77870aaf8,疑似共同食品聚集,食品名称：营养抄手（猪肉）;加工及包装方式：餐饮服务业,2019/8/27 1:09,已确定,医院级
a67a9a6200b5460b876c9bdfeacf7fd7,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省德阳市旌阳区兄弟街边烧烤,2019/9/10 12:10,已确定,医院级
9c323534bc3e4087a8ccf79c06c7fbf4,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省德阳市旌阳区兄弟烧烤,2019/9/10 1:10,已确定,医院级
bebbc124a8ee4049b289cb7f9723fca0,疑似共同食品聚集,食品名称：鲫鱼汤;加工及包装方式：餐饮服务业,2019/8/27 12:09,已确定,医院级
ae52e9cfd0894f27b228089d21bf17a0,疑似共同食品聚集,食品名称：烤肠;加工及包装方式：餐饮服务业,2019/9/20 16:13,已确定,医院级
99a7b73ff98d4a3ebb4fd1ac62f99129,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省秦皇岛市开发区川骄火锅自助,2019/8/22 12:09,已确定,医院级
ab9683eff4314759b76302a3bb58b1eb,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/26 12:10,已排除,医院级
c2a9fa4ba0fc40e6801567cdd1bf7f68,疑似共同食品聚集,食品名称：扇贝;加工及包装方式：餐饮服务业,2019/8/21 12:10,已确定,医院级
c8e4a461285743459da31472948ab18d,疑似共同食品聚集,食品名称：生蚝;加工及包装方式：餐饮服务业,2019/8/21 12:10,已确定,医院级
c9ecd8751d15464f9c66f1948aab1cd9,疑似共同食品聚集,食品名称：海螺;加工及包装方式：餐饮服务业,2019/8/9 12:09,已确定,医院级
de33f38237db4da3aa91f14f52301d76,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省秦皇岛市海港区广缘超市奥体店餐饮区,2019/9/20 16:11,已确定,医院级
